no,group,code,name,parent_code,is_equity
480,expenses,702-05-038,ANG-Advertising FNB Print,702-05,0
481,expenses,702-05-039,ANG-Advertising FNB Electroni,702-05,0
482,expenses,702-05-040,ANG-Advertising FNB Outdoor,702-05,0
483,expenses,702-05-041,ANG-Collateral  Print,702-05,0
484,expenses,702-05-042,ANG-Collateral FNB Electronic,702-05,0
485,expenses,702-05-043,ANG-Giveaways Rooms,702-05,0
486,expenses,702-05-044,ANG-Civic Community Project,702-05,0
487,expenses,702-05-045,ANG-Photography,702-05,0
488,expenses,702-05-046,ANG-Fee For Outside Service,702-05,0
489,expenses,701-06,FINANCE & ACCOUNTING,,0
490,expenses,701-06-001,FNA-Salaries & Wages,701-06,0
491,expenses,701-06-002,FNA-Jamsostek,701-06,0
492,expenses,701-06-003,FNA-Casual Worker,701-06,0
493,expenses,701-06-004,FNA-Bonus/THR,701-06,0
494,expenses,701-06-005,FNA-Employee Meals,701-06,0
495,expenses,701-06-006,FNA-Payroll Taxes & Benefits,701-06,0
496,expenses,701-06-007,FNA-Medical,701-06,0
497,expenses,701-06-008,FNA-Staff Transportation/Relocation,701-06,0
498,expenses,701-06-009,FNA-Tittle Allowance,701-06,0
499,expenses,702-06,FNA EXPENSES,,0
500,expenses,702-06-011,FNA-Uniforms,702-06,0
501,expenses,702-06-012,FNA-Systems Support,702-06,0
502,expenses,702-06-013,FNA-Other Supplies,702-06,0
503,expenses,702-06-014,FNA-Telephone & Internet,702-06,0
504,expenses,702-06-015,FNA-Contract Services,702-06,0
505,expenses,702-06-016,FNA-Travel & Entertainment,702-06,0
506,expenses,702-06-017,FNA-Transportation,702-06,0
507,expenses,702-06-018,FNA-Other Professional Services,702-06,0
508,expenses,702-06-019,FNA-Postage & Courier,702-06,0
509,expenses,702-06-020,FNA-Newspaper & Magazines,702-06,0
510,expenses,702-06-021,FNA-Training,702-06,0
511,expenses,702-06-022,FNA-Licenses & Fees,702-06,0
512,expenses,702-06-023,FNA-Printing & Stationary,702-06,0
513,expenses,702-06-024,FNA-Other Expenses,702-06,0
514,expenses,702-06-025,FNA-Laundry & Dry Cleaning Uniform,702-06,0
515,expenses,702-06-026,FNA-IT Exp Software,702-06,0
516,expenses,702-06-027,FNA-IT Exp Hardware,702-06,0
517,expenses,702-06-028,FNA-Credit Card Commissions,702-06,0
518,expenses,702-06-029,FNA-Credit & Collection Expense,702-06,0
519,expenses,702-06-030,FNA-In House Intertainment,702-06,0
520,expenses,702-06-031,FNA-Legal Fees,702-06,0
521,expenses,702-06-032,FNA-Audit Fees,702-06,0
522,expenses,702-06-033,ANG-Officer Check (2),702-06,0
523,expenses,702-06-034,FNA-Accounting Fees,702-06,0
524,expenses,702-06-035,FNA-Recruitment,702-06,0
525,expenses,702-06-036,FNA-Bad Debt,702-06,0
526,expenses,702-06-037,FNA-Provision For Bad Debt.,702-06,0
527,expenses,702-06-038,FNA-Cashier Over/ Short,702-06,0
528,expenses,702-06-039,FNA-Bank Charges,702-06,0
529,expenses,702-06-040,FNA-Loss & Damages,702-06,0
530,expenses,702-06-041,FNA-Protective Services,702-06,0
531,expenses,702-06-042,FNA-Employee Relations,702-06,0
532,expenses,702-06-043,FNA-Difference Exchange Rate,702-06,0
533,expenses,702-06-044,FNA-Entertainment,702-06,0
534,expenses,702-06-045,FNA-Cleaning Supplies,702-06,0
535,expenses,701-07,HUMAN RESOURCES,,0
536,expenses,701-07-001,HR-Salaries & Wages,701-07,0
537,expenses,701-07-002,HR-BPJS,701-07,0
538,expenses,701-07-003,HR-Casual Worker,701-07,0
539,expenses,701-07-004,HR-Bonus/THR,701-07,0
540,expenses,701-07-005,HR-Employee Meals,701-07,0
541,expenses,701-07-006,HR-Payroll Taxes & Benefits,701-07,0
542,expenses,701-07-007,HR-Medical,701-07,0
543,expenses,701-07-008,HR-Staff Transportation/Relocation,701-07,0
544,expenses,701-07-009,HR-Tittle Allowance,701-07,0
545,expenses,702-07,HR EXPENSES,,0
546,expenses,702-07-001,HR-Uniforms,702-07,0
547,expenses,702-07-002,HR-Telephone & Internet,702-07,0
548,expenses,702-07-003,HR-Contract Services,702-07,0
549,expenses,702-07-004,HR-Transportation,702-07,0
550,expenses,702-07-005,HR-Postage & Courier,702-07,0
551,expenses,702-07-006,HR-Newspaper & Magazines,702-07,0
552,expenses,702-07-007,HR-Training,702-07,0
553,expenses,702-07-008,HR-Printing & Stationary,702-07,0
554,expenses,702-07-009,HR-Other Expenses,702-07,0
555,expenses,702-07-010,HR-Laundry & Dry Cleaning Uniform,702-07,0
556,expenses,702-07-011,HR-Loss & Damage,702-07,0
557,expenses,702-07-012,HR-Entertainment,702-07,0
558,expenses,702-07-013,HR-Cleaning Supplies,702-07,0
559,expenses,702-07-014,HR-Photography,702-07,0
560,expenses,702-07-015,HR-Outsource Expenses,702-07,0
561,expenses,702-07-016,HR-Employee Dining Room Supplies,702-07,0
562,expenses,702-07-017,HR-License,702-07,0
563,expenses,702-07-018,HR-Ceremonies,702-07,0
564,expenses,702-07-019,HR-Advertising,702-07,0
565,expenses,702-07-020,HR-Recruitment,702-07,0
566,expenses,702-07-021,HR-Donations,702-07,0
567,expenses,702-07-022,HR-Sport & Social Activity,702-07,0
568,expenses,702-07-023,HR-Officer Check,702-07,0
569,expenses,702-07-024,HR-MOD Meals,702-07,0
570,expenses,702-07-025,HR-Employee Relation,702-07,0
571,expenses,701-08,ENGINEERING,,0
572,expenses,701-08-001,MNE-Salaries & Wages,701-08,0
573,expenses,701-08-002,MNE-Jamsostek,701-08,0
574,expenses,701-08-003,MNE-Casual Worker,701-08,0
575,expenses,701-08-004,MNE-Bonus/THR,701-08,0
576,expenses,701-08-005,MNE-Employee Meals,701-08,0
577,expenses,701-08-006,MNE-Payroll Taxes & Benefits,701-08,0
578,expenses,701-08-007,MNE-Medical,701-08,0
579,expenses,701-08-008,MNE-Staff Transportation/Relocation,701-08,0
580,expenses,701-08-009,MNE-Tittle Allowance,701-08,0
581,expenses,702-08,MNE EXPENSES,,0
582,expenses,702-08-001,MNE-Uniforms,702-08,0
583,expenses,702-08-002,MNE-Other Supplies,702-08,0
584,expenses,702-08-003,MNE-Telephone & Internet,702-08,0
585,expenses,702-08-004,MNE-Contract Services,702-08,0
586,expenses,702-08-005,MNE-Transportation,702-08,0
587,expenses,702-08-006,MNE-Postage & Courier,702-08,0
588,expenses,702-08-007,MNE-Printing & Stationary,702-08,0
589,expenses,702-08-008,MNE-Other Expenses,702-08,0
590,expenses,702-08-009,MNE-Laundry & Dry Cleaning Uniform,702-08,0
591,expenses,702-08-010,MNE-Cleaning Supplies,702-08,0
592,expenses,702-08-011,MNE-Due Subcription,702-08,0
593,expenses,702-08-012,MNE-Aircon & Ventilation,702-08,0
594,expenses,702-08-013,MNE-Building,702-08,0
595,expenses,702-08-014,MNE-Audio Visual And Sound System,702-08,0
596,expenses,702-08-015,MNE-Electrical,702-08,0
597,expenses,702-08-016,MNE-Electric Bulbs,702-08,0
598,expenses,702-08-017,MNE-Elev & Escalators,702-08,0
599,expenses,702-08-018,MNE-Floor Covering,702-08,0
600,expenses,702-08-019,MNE-Furniture,702-08,0
601,expenses,702-08-020,MNE-Grounds & Landscape,702-08,0
602,expenses,702-08-021,MNE-FNB Kithcen & Refrig,702-08,0
603,expenses,702-08-022,MNE-Laundry,702-08,0
604,expenses,702-08-023,MNE-Officer Check,702-08,0
605,expenses,702-08-024,MNE-Engineering & Mechanical,702-08,0
606,expenses,702-08-025,MNE-Vehicle Maintenance,702-08,0
607,expenses,702-08-026,MNE-Painting & Decoration,702-08,0
608,expenses,702-08-027,MNE-Plumbing & Heating,702-08,0
609,expenses,702-08-028,MNE-Recreation Facilities,702-08,0
610,expenses,702-08-029,MNE-Genset,702-08,0
611,expenses,702-08-030,MNE-Training,702-08,0
612,expenses,702-08-031,MNE-Office Equipment,702-08,0
613,expenses,702-08-032,MNE-Removal of Waste Matter,702-08,0
614,expenses,702-08-033,MNE-Life Safety,702-08,0
615,expenses,702-08-034,MNE-Locks & Keys,702-08,0
616,expenses,702-08-035,MNE-Water Treatment,702-08,0
617,expenses,702-08-036,MNE-STP,702-08,0
618,expenses,702-08-037,MNE-Pool Supplies,702-08,0
619,expenses,703-08,POMEC,,0
620,expenses,703-08-001,POMEC-Electricity,703-08,0
621,expenses,703-08-002,POMEC-Boiler Fuel,703-08,0
622,expenses,703-08-003,POMEC-Diesel Fuel,703-08,0
623,expenses,703-08-004,POMEC-Gas,703-08,0
624,expenses,703-08-005,POMEC-Water,703-08,0
